EMAIL	DOMAIN	SOURCE_URL	HUB
orders@flourist.com	flourist.com	https://flourist.com/pages/contact	https://www.shopify.com/blog/shopify-stores
jobs@flourist.com	flourist.com	https://flourist.com/pages/contact	https://www.shopify.com/blog/shopify-stores
hello@yeungmancooking.com	yeungmancooking.com	https://yeungmancooking.com/pages/contact	https://www.shopify.com/blog/shopify-stores
hello@sokoglam.com	sokoglam.com	https://sokoglam.com	https://www.shopify.com/blog/shopify-stores
press@sokoglam.com	sokoglam.com	https://sokoglam.com/pages/contact	https://www.shopify.com/blog/shopify-stores
shop@uppercasemagazine.com	uppercasemagazine.com	https://uppercasemagazine.com/help	https://www.shopify.com/blog/shopify-stores
hello@bruvi.com	bruvi.com	https://bruvi.com	https://www.shopify.com/blog/shopify-stores
influencers@thehoneypot.co	thehoneypot.co	https://thehoneypot.co/contact	https://www.shopify.com/blog/shopify-stores
press@thehoneypot.co	thehoneypot.co	https://thehoneypot.co/contact	https://www.shopify.com/blog/shopify-stores
sponsorships@thehoneypot.co	thehoneypot.co	https://thehoneypot.co/contact	https://www.shopify.com/blog/shopify-stores
support@maguireshoes.com	maguireshoes.com	https://maguireshoes.com/pages/contact	https://www.shopify.com/blog/shopify-stores
hello@maguireshoes.com	maguireshoes.com	https://maguireshoes.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
hello@maguireshoes.combusiness	maguireshoes.combusiness	https://maguireshoes.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
care@camillebrinch.com	camillebrinch.com	https://camillebrinch.com	https://www.shopify.com/blog/shopify-stores
care@camillebrinch.comphone	camillebrinch.comphone	https://camillebrinch.com/pages/contact	https://www.shopify.com/blog/shopify-stores
flybyjing@isetta.co	isetta.co	https://flybyjing.com/pages/contact	https://www.shopify.com/blog/shopify-stores
support@flybyjing.com	flybyjing.com	https://flybyjing.com/pages/contact	https://www.shopify.com/blog/shopify-stores
service@adoredvintage.com	adoredvintage.com	https://adoredvintage.com	https://www.shopify.com/blog/shopify-stores
wholesale@meowmeowtweet.com	meowmeowtweet.com	https://meowmeowtweet.com	https://www.shopify.com/blog/shopify-stores
press@meowmeowtweet.com	meowmeowtweet.com	https://meowmeowtweet.com	https://www.shopify.com/blog/shopify-stores
hello@meowmeowtweet.com	meowmeowtweet.com	https://meowmeowtweet.com	https://www.shopify.com/blog/shopify-stores
aa4cacd33be28673d7e69be559ce7ad7@o4506196830715904.ingest.us.sentry.io	o4506196830715904.ingest.us.sentry.io	https://lootcrate.com	https://www.shopify.com/blog/shopify-stores
support@lootcrate.com	lootcrate.com	https://lootcrate.com/contact	https://www.shopify.com/blog/shopify-stores
supplier.relations@lootcrate.com	lootcrate.com	https://lootcrate.com/contact	https://www.shopify.com/blog/shopify-stores
advertising@lootcrate.com	lootcrate.com	https://lootcrate.com/contact	https://www.shopify.com/blog/shopify-stores
privacy@lootcrate.com	lootcrate.com	https://lootcrate.com/contact	https://www.shopify.com/blog/shopify-stores
brands@lootcrate.com	lootcrate.com	https://lootcrate.com/contact	https://www.shopify.com/blog/shopify-stores
press@lootcrate.com	lootcrate.com	https://lootcrate.com/contact	https://www.shopify.com/blog/shopify-stores
partner.relations@lootcrate.com	lootcrate.com	https://lootcrate.com/contact	https://www.shopify.com/blog/shopify-stores
hello@lastobject.com	lastobject.com	https://lastobject.com	https://www.shopify.com/blog/shopify-stores
support@packagefreeshop.com	packagefreeshop.com	https://packagefreeshop.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
support@packagefreeshop.comwe	packagefreeshop.comwe	https://packagefreeshop.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
iza@bebemoss.com	bebemoss.com	https://bebemoss.com	https://www.shopify.com/blog/shopify-stores
n@home.and.haze	home.and.haze	https://bebemoss.com	https://www.shopify.com/blog/shopify-stores
hello@velasca.com	velasca.com	https://velasca.com	https://www.shopify.com/blog/shopify-stores
info@suta.in	suta.in	https://suta.in	https://www.shopify.com/blog/shopify-stores
marketing@suta.in	suta.in	https://suta.in/pages/contact-us	https://www.shopify.com/blog/shopify-stores
customerservice@lunchskins.com	lunchskins.com	https://lunchskins.com	https://www.shopify.com/blog/shopify-stores
you@yachtmail.com	yachtmail.com	https://vacation.inc	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
vacation@vacation.inc	vacation.inc	https://vacation.inc	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
jobs@vacation.inc	vacation.inc	https://vacation.inc	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
wholesale@vacation.inc	vacation.inc	https://vacation.inc/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
influencer@vacation.inc	vacation.inc	https://vacation.inc/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
press@vacation.inc	vacation.inc	https://vacation.inc/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
partnerships@vacation.inc	vacation.inc	https://vacation.inc/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
careers@tazachocolate.com	tazachocolate.com	https://tazachocolate.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
press@tazachocolate.com	tazachocolate.com	https://tazachocolate.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
tours@tazachocolate.com	tazachocolate.com	https://tazachocolate.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
wholesale@tazachocolate.com	tazachocolate.com	https://tazachocolate.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
info@tazachocolate.com	tazachocolate.com	https://tazachocolate.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
tours@tazachocolate.comphone	tazachocolate.comphone	https://tazachocolate.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
brandon@shocksurplus.com	shocksurplus.com	https://shocksurplus.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
jeff@shocksurplus.com	shocksurplus.com	https://shocksurplus.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
shock@surplus.com	surplus.com	https://shocksurplus.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
support@shocksurplus.com	shocksurplus.com	https://shocksurplus.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
info@stagheaddesigns.com	stagheaddesigns.com	https://shocksurplus.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
hello@bitetoothpastebits.com	bitetoothpastebits.com	https://bitetoothpastebits.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
blue@unitedbyblue.com	unitedbyblue.com	https://unitedbyblue.com/contact	https://www.shopify.com/blog/shopify-stores
support@freshheritage.com	freshheritage.com	https://freshheritage.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
gang@potgang.co.uk	potgang.co.uk	https://potgang.co.uk	https://www.shopify.com/blog/shopify-stores
hello@quitenice.com	quitenice.com	https://quitenice.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
hi@heydaycanning.com	heydaycanning.com	https://heydaycanning.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
hi@drinkghia.com	drinkghia.com	https://drinkghia.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
partnerships@drinkghia.com	drinkghia.com	https://drinkghia.com/pages/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
press@drinkghia.com	drinkghia.com	https://drinkghia.com/pages/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
help@larroude.com	larroude.com	https://larroude.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
support@tentree.com	tentree.com	https://tentree.com	https://www.shopify.com/blog/shopify-stores
yourfriends@mote.agency	mote.agency	https://mote.agency	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
press@mote.agency	mote.agency	https://mote.agency	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
careers@mote.agency	mote.agency	https://mote.agency	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
inquiries@mote.agency	mote.agency	https://mote.agency	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
office@terrebleu.ca	terrebleu.ca	https://terrebleu.ca	https://www.shopify.com/blog/shopify-stores
jim.muzyka@fennario.ca	fennario.ca	https://terrebleu.ca/pages/contact-us	https://www.shopify.com/blog/shopify-stores
perfect@perfectwhitetee.com	perfectwhitetee.com	https://perfectwhitetee.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
westmount@goodeeworld.com	goodeeworld.com	https://goodeeworld.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
trade@goodeeworld.com	goodeeworld.com	https://goodeeworld.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
careers@goodeeworld.com	goodeeworld.com	https://goodeeworld.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
submissionssubmissions@goodeeworld.com	goodeeworld.com	https://goodeeworld.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
press@goodeeworld.com	goodeeworld.com	https://goodeeworld.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
submissions@goodeeworld.com	goodeeworld.com	https://goodeeworld.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
care@goodeeworld.com	goodeeworld.com	https://goodeeworld.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
studio@goodeeworld.com	goodeeworld.com	https://goodeeworld.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
hello@magicspoon.com	magicspoon.com	https://magicspoon.com/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
retail@magicspoon.com	magicspoon.com	https://magicspoon.com/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
partnerships@magicspoon.com	magicspoon.com	https://magicspoon.com/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
affiliates@magicspoon.com	magicspoon.com	https://magicspoon.com/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
influencers@magicspoon.com	magicspoon.com	https://magicspoon.com/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
press@cookanyday.com	cookanyday.com	https://cookanyday.com/pages/contact-us	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
partnerships@artisaire.com	artisaire.com	https://artisaire.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
care@artisaire.com	artisaire.com	https://artisaire.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
info@cheekbonebeauty.com	cheekbonebeauty.com	https://cheekbonebeauty.com/pages/contact-us	https://www.shopify.com/blog/shopify-stores
support@vervecoffee.com	vervecoffee.com	https://vervecoffee.com	https://www.shopify.com/blog/shopify-stores
wholesale@vervecoffee.com	vervecoffee.com	https://vervecoffee.com/pages/contact	https://www.shopify.com/blog/shopify-stores
donations@vervecoffee.com	vervecoffee.com	https://vervecoffee.com/pages/contact	https://www.shopify.com/blog/shopify-stores
london@pentagram.com	pentagram.com	https://pentagram.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
newyork@pentagram.com	pentagram.com	https://pentagram.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
info@pentagram.de	pentagram.de	https://pentagram.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
austin@pentagram.com	pentagram.com	https://pentagram.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
care@beautybakerie.com	beautybakerie.com	https://beautybakerie.com/contact	https://www.shopify.com/blog/shopify-stores
support@freshcap.com	freshcap.com	https://freshcap.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
help@justinreed.com	justinreed.com	https://justinreed.com/pages/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
sell@justinreed.com	justinreed.com	https://justinreed.com/pages/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
george.washington@klaviyo.com	klaviyo.com	https://delacalle.mx	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
hello@delacalle.mx	delacalle.mx	https://delacalle.mx/pages/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
hello@weareoutline.com	weareoutline.com	https://weareoutline.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
privacy@hismileteeth.com	hismileteeth.com	https://us.hismileteeth.com	https://wisepops.com/blog/shopify-stores
help@hismileteeth.com	hismileteeth.com	https://us.hismileteeth.com	https://wisepops.com/blog/shopify-stores
partnerships@hismileteeth.com	hismileteeth.com	https://us.hismileteeth.com	https://wisepops.com/blog/shopify-stores
returns@hismileteeth.com	hismileteeth.com	https://us.hismileteeth.com	https://wisepops.com/blog/shopify-stores
subscriptions@hismileteeth.com	hismileteeth.com	https://us.hismileteeth.com	https://wisepops.com/blog/shopify-stores
subscription@hismileteeth.com	hismileteeth.com	https://us.hismileteeth.com	https://wisepops.com/blog/shopify-stores
info@myeldesign.com	myeldesign.com	https://myeldesign.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
support@tattly.com	tattly.com	https://tattly.com	https://wisepops.com/blog/shopify-stores
pipsters@pipsnacks.com	pipsnacks.com	https://pipsnacks.com/pages/contact-us	https://wisepops.com/blog/shopify-stores
orders@pipsnacks.com	pipsnacks.com	https://pipsnacks.com/pages/contact-us	https://wisepops.com/blog/shopify-stores
wholesale@upsnackbrands.com	upsnackbrands.com	https://pipsnacks.com/pages/contact-us	https://wisepops.com/blog/shopify-stores
wholesale@pipsnacks.com	pipsnacks.com	https://pipsnacks.com/pages/contact-us	https://wisepops.com/blog/shopify-stores
info@marksimonson.com	marksimonson.com	https://marksimonson.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
team@theouai.com	theouai.com	https://theouai.com/pages/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
brobins@entrepreneur.com	entrepreneur.com	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
apphelp@entrepreneur.com	entrepreneur.com	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
webmaster@entrepreneur.com	entrepreneur.com	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
jfeifer@entrepreneur.com	entrepreneur.com	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
advertise@entrepreneur.com	entrepreneur.com	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
bizdev@entrepreneur.com	entrepreneur.com	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
jfeifer@entrepreneur.comexecutive	entrepreneur.comexecutive	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
events@entrepreneur.com	entrepreneur.com	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
books@entrepreneur.com	entrepreneur.com	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
franchise@entrepreneur.com	entrepreneur.com	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
tv@entrepreneur.com	entrepreneur.com	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
support@entrepreneur.com	entrepreneur.com	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
pressinquiries@entrepreneur.com	entrepreneur.com	https://entrepreneur.com/contact	https://wisepops.com/blog/shopify-stores
tradesales@nickeykehoe.com	nickeykehoe.com	https://nickeykehoe.com	https://wisepops.com/blog/shopify-stores
webshop@nickeykehoe.com	nickeykehoe.com	https://nickeykehoe.com	https://wisepops.com/blog/shopify-stores
support@gymshark.com	gymshark.com	https://gymshark.com/contact	https://wisepops.com/blog/shopify-stores
press@gymshark.com	gymshark.com	https://gymshark.com/contact	https://wisepops.com/blog/shopify-stores
legal@intercom.io	intercom.io	https://gymshark.com/contact	https://wisepops.com/blog/shopify-stores
support@drink.haus	drink.haus	https://drink.haus/pages/contact	https://wisepops.com/blog/shopify-stores
jobsjobs@drink.haus	drink.haus	https://drink.haus/pages/contact-us	https://wisepops.com/blog/shopify-stores
partnershipspartnerships@drink.haus	drink.haus	https://drink.haus/pages/contact-us	https://wisepops.com/blog/shopify-stores
presspress@drink.haus	drink.haus	https://drink.haus/pages/contact-us	https://wisepops.com/blog/shopify-stores
jobs@drink.haus	drink.haus	https://drink.haus/pages/contact-us	https://wisepops.com/blog/shopify-stores
hello@drink.haus	drink.haus	https://drink.haus/pages/contact-us	https://wisepops.com/blog/shopify-stores
press@drink.haus	drink.haus	https://drink.haus/pages/contact-us	https://wisepops.com/blog/shopify-stores
wholesale@drink.haus	drink.haus	https://drink.haus/pages/contact-us	https://wisepops.com/blog/shopify-stores
partnerships@drink.haus	drink.haus	https://drink.haus/pages/contact-us	https://wisepops.com/blog/shopify-stores
studio@thebeauty-shop.com	thebeauty-shop.com	https://thebeauty-shop.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
hello@press-healthfoods.com	press-healthfoods.com	https://press-london.com/pages/contact-us	https://wisepops.com/blog/shopify-stores
hello@press-london.com	press-london.com	https://press-london.com/pages/contact-us	https://wisepops.com/blog/shopify-stores
emma@emmadibben.com	emmadibben.com	https://emmadibben.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
hello@graza.co	graza.co	https://graza.co	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
info@wpstandard.com	wpstandard.com	https://wpstandard.com	https://wisepops.com/blog/shopify-stores
sales@wpstandard.com	wpstandard.com	https://wpstandard.com	https://wisepops.com/blog/shopify-stores
customercare@rebeccaminkoff.com	rebeccaminkoff.com	https://rebeccaminkoff.com/pages/contact-us	https://wisepops.com/blog/shopify-stores
newbiz@sparkdsg.com	sparkdsg.com	https://sparkdsg.com/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
careers@sparkdsg.com	sparkdsg.com	https://sparkdsg.com/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
dallas@westontable.com	westontable.com	https://westontable.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
guestservices@westontable.com	westontable.com	https://westontable.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
support@chubbies.com	chubbies.com	https://chubbiesshorts.com/help	https://wisepops.com/blog/shopify-stores
marketing@emmabridgewater.co.uk	emmabridgewater.co.uk	https://emmabridgewater.co.uk/pages/contact-us	https://wisepops.com/blog/shopify-stores
saleswholesale@emmabridgewater.co.uk	emmabridgewater.co.uk	https://emmabridgewater.co.uk/pages/contact-us	https://wisepops.com/blog/shopify-stores
bookings@emmabridgewater.co.uk	emmabridgewater.co.uk	https://emmabridgewater.co.uk/pages/contact-us	https://wisepops.com/blog/shopify-stores
info@thebeautychef.com	thebeautychef.com	https://us.thebeautychef.com	https://www.omnisend.com/blog/top-shopify-stores/
vendors@template.gift	template.gift	https://us.thebeautychef.com	https://www.omnisend.com/blog/top-shopify-stores/
vendors@template.index	template.index	https://us.thebeautychef.com	https://www.omnisend.com/blog/top-shopify-stores/
help@littledata.io	littledata.io	https://lp.littledata.io/contact-us	https://wisepops.com/blog/shopify-stores
taylorswift@umgstores.com	umgstores.com	https://store.taylorswift.com	https://wisepops.com/blog/shopify-stores
walid.bendris@klaviyo.com	klaviyo.com	https://store.taylorswift.com	https://wisepops.com/blog/shopify-stores
privacy@taylorswift.com	taylorswift.com	https://store.taylorswift.com/pages/contact	https://wisepops.com/blog/shopify-stores
info@elder-statesman.com	elder-statesman.com	https://elder-statesman.com/pages/contact-us	https://wisepops.com/blog/shopify-stores
web@elder-statesman.compress	elder-statesman.compress	https://elder-statesman.com/pages/contact-us	https://wisepops.com/blog/shopify-stores
web@elder-statesman.com	elder-statesman.com	https://elder-statesman.com/pages/contact-us	https://wisepops.com/blog/shopify-stores
store@crapeyewear.com	crapeyewear.com	https://crapeyewear.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
careers@crapeyewear.com	crapeyewear.com	https://crapeyewear.com/help	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
partnerships@crapeyewear.com	crapeyewear.com	https://crapeyewear.com/help	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
info@crapeyewear.com	crapeyewear.com	https://crapeyewear.com/help	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
e7c5d00f7ff26a82791e5ece4cbfb27c@o4504566675341312.ingest.sentry.io	o4504566675341312.ingest.sentry.io	https://fashionnova.com	https://wisepops.com/blog/shopify-stores
info@stumptowncoffee.com	stumptowncoffee.com	https://stumptowncoffee.com	https://wisepops.com/blog/shopify-stores
founders@sacra.com	sacra.com	https://sacra.com/about	https://www.omnisend.com/blog/top-shopify-stores/
info@stevemaddendirect.com	stevemaddendirect.com	https://stevemadden.com	https://wisepops.com/blog/shopify-stores
hello@madeincookware.com	madeincookware.com	https://madeincookware.com	https://www.shopify.com/blog/shopify-stores
hello@rhodeskin.com	rhodeskin.com	https://rhodeskin.com/pages/contact	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
support@beardbrand.com	beardbrand.com	https://beardbrand.com	https://wisepops.com/blog/shopify-stores
concierge@flamingoestate.com	flamingoestate.com	https://flamingoestate.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
partnerships@retailboss.co	retailboss.co	https://retailboss.co/about	https://www.omnisend.com/blog/top-shopify-stores/
media@retailboss.co	retailboss.co	https://retailboss.co/pages/contact	https://www.omnisend.com/blog/top-shopify-stores/
jeanel@retailboss.co	retailboss.co	https://retailboss.co/pages/contact	https://www.omnisend.com/blog/top-shopify-stores/
advertising@retailboss.co	retailboss.co	https://retailboss.co/pages/contact	https://www.omnisend.com/blog/top-shopify-stores/
deniz@retailboss.co	retailboss.co	https://retailboss.co/pages/contact	https://www.omnisend.com/blog/top-shopify-stores/
alyssa@retailboss.co	retailboss.co	https://retailboss.co/pages/contact	https://www.omnisend.com/blog/top-shopify-stores/
corrections@retailboss.co	retailboss.co	https://retailboss.co/pages/contact	https://www.omnisend.com/blog/top-shopify-stores/
support@ruggable.com	ruggable.com	https://ruggable.com	https://www.omnisend.com/blog/top-shopify-stores/
support@ruggable.co.kr	ruggable.co.kr	https://ruggable.com/pages/about	https://www.omnisend.com/blog/top-shopify-stores/
hey@deathwishcoffee.com	deathwishcoffee.com	https://deathwishcoffee.com/pages/contact	https://wisepops.com/blog/shopify-stores
hi@tracxn.com	tracxn.com	https://tracxn.com	https://www.omnisend.com/blog/top-shopify-stores/
pr@tracxn.com	tracxn.com	https://tracxn.com	https://www.omnisend.com/blog/top-shopify-stores/
hello@taylorstitch.com	taylorstitch.com	https://taylorstitch.com	https://wisepops.com/blog/shopify-stores
team@huel.com	huel.com	https://huel.com	https://www.omnisend.com/blog/top-shopify-stores/
us@help.huel.com	help.huel.com	https://huel.com/pages/contact-us	https://www.omnisend.com/blog/top-shopify-stores/
support@aloyoga.com	aloyoga.com	https://aloyoga.com/contact-us	https://www.omnisend.com/blog/top-shopify-stores/
customerservice@aloyoga.com	aloyoga.com	https://aloyoga.com/contact-us	https://www.omnisend.com/blog/top-shopify-stores/
compliance@aloyoga.com	aloyoga.com	https://aloyoga.com/about	https://www.omnisend.com/blog/top-shopify-stores/
tim@huel.com	huel.com	https://discourse.huel.com	https://www.omnisend.com/blog/top-shopify-stores/
chelsea.hudson@fortune.com	fortune.com	https://fortune.com/about-us	https://www.omnisend.com/blog/top-shopify-stores/
nadine.ghosn@fortune.com	fortune.com	https://fortune.com/about-us	https://www.omnisend.com/blog/top-shopify-stores/
patrick.reilly@fortune.com	fortune.com	https://fortune.com/about-us	https://www.omnisend.com/blog/top-shopify-stores/
hello@loopearplugs.com	loopearplugs.com	https://loopearplugs.com/pages/contact	https://www.omnisend.com/blog/top-shopify-stores/
partnerships@loopearplugs.com	loopearplugs.com	https://loopearplugs.com/pages/contact	https://www.omnisend.com/blog/top-shopify-stores/
business@loopearplugs.com	loopearplugs.com	https://loopearplugs.com/pages/contact	https://www.omnisend.com/blog/top-shopify-stores/
ambassadors@loopearplugs.com	loopearplugs.com	https://loopearplugs.com/pages/contact	https://www.omnisend.com/blog/top-shopify-stores/
press@loopearplugs.com	loopearplugs.com	https://loopearplugs.com/pages/contact	https://www.omnisend.com/blog/top-shopify-stores/
info@liquiddeath.com	liquiddeath.com	https://liquiddeath.com	https://www.omnisend.com/blog/top-shopify-stores/
industry@hedleyb.com	hedleyb.com	https://hedleyandbennett.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
customerservice@hedleyb.com	hedleyb.com	https://hedleyandbennett.com	https://www.shopify.com/blog/11863377-30-beautiful-and-creative-ecommerce-website-designs
